BATS_HS_Cast_id,Decimal_Year,Lat,Long,Pressure_db,Depth_m,Temperature_C,Conductivity,Practical_Salinity,Dissolved_oxygen,Beam_Attenuation,Fluorescence,PAR,OA_Cast_No,OA_Station_No
10325001,2016.45048383424,32.3820666666667,64.6128,6,5.95798799888362,25.1943855879012,5.52838717429218,36.488776357891,204.973712045897,0.632143231928551,0.171698799888362,139.600406084287,70020002,1
10325001,2016.45048383424,32.3820666666667,64.6128,8,7.94403321239185,25.1681505892967,5.52592020682949,36.4909225635942,205.155347179874,0.631250125593078,0.170303321239185,105.653992464415,70020002,1
10326001,2016.55352345173,32.3830666666667,64.6121166666667,4.841,4.807,27.92950225,5.79901426671456,36.2923701109558,193.84777864267,0.5595,0.0799,235.1,70021001,1
10327002,2016.6244725258,32.3831833333333,64.6150333333333,4.501,4.469,28.12055295,5.83529898146668,36.4008327061903,196.46550092454,0.5378,0.0854,236.71,70022002,1
10328001,2016.71750721008,32.3831666666667,64.6464,2.436,2.419,28.4615,5.87881182992027,36.4440317727357,186.466652344522,0.5153,0.0757,2164.2,70023001,1
10329001,2016.79676115665,32.3841,64.6152166666667,3.837,3.81,25.0536,5.52432128081224,36.5730092011958,204.650322586671,0.4832,0.0446,1545,70024001,1
10330001,2016.88123861566,32.3841166666667,64.6124333333333,3.269,3.246,22.5814,5.26272086620804,36.6123571641327,183.426352130449,0.6069,0.1502,199.94,70025001,1
10331001,2016.94676305404,32.3824333333333,64.6118833333333,3.7,3.674,21.03584386,5.11176872761776,36.7258142293639,204.580071325995,0.4713,0.1338,141.27,70026001,1
10332001,2017.01297754947,32.37535,64.6203166666667,6,5.95801376146789,21.0159766990214,5.03273929795057,36.1030241856882,216.698182729496,0.576681345565749,0.16035,41.60474617737,70027001,1
10332001,2017.01297754947,32.37535,64.6203166666667,8,7.94425229357798,21.1862621220591,5.08745734188072,36.3985143438543,214.927905070685,0.550891335372069,0.143683333333333,31.3030132517839,70027001,1
10332001,2017.01297754947,32.37535,64.6203166666667,10,9.93049082568807,21.3565475450968,5.14217538581086,36.6940045020205,213.157627411875,0.525101325178389,0.127016666666667,21.0012803261978,70027001,1
10332001,2017.01297754947,32.37535,64.6203166666667,12,11.9157957366433,21.2964945979241,5.12460067840093,36.6022707759848,213.425562202246,0.521688001439108,0.129820588235294,21.2021270012592,70027001,1
10334001,2017.26720129376,32.3785666666667,64.6119,4.581,4.549,19.90481321,5.00008538368041,36.7954948307024,222.862457466281,0.6177,0.0618,573.46,70029001,1
10335001,2017.34935121766,32.3797333333333,64.6151166666667,5.113,5.078,22.19934891,5.24784687339096,36.8174592574303,209.05477890149,0.4832,0.1239,98.84,70030001,1
10336001,2017.44554984779,32.3603383333333,64.6034116666667,2,1.98570120481928,24.6293448522892,5.49738685176153,36.7171465051346,207.589389614266,0.577584337349398,0.142174337349398,820.648493975904,70031001,1
10336001,2017.44554984779,32.3603383333333,64.6034116666667,4,3.97124337349398,24.7324773824096,5.50884311113423,36.718338459575,207.437837022504,0.565536144578313,0.140126144578313,343.72078313253,70031001,1
10336001,2017.44554984779,32.3603383333333,64.6034116666667,6,5.95715286511901,24.6525526836145,5.49998992946196,36.716419581732,207.830176482,0.567157875404055,0.132311899794299,389.298857625624,70031001,1
10336001,2017.44554984779,32.3603383333333,64.6034116666667,8,7.94360961664419,24.5181192851755,5.4851984036969,36.7143476313774,206.010221704737,0.570973448683891,0.159741286807901,260.217063301855,70031001,1
10336001,2017.44554984779,32.3603383333333,64.6034116666667,10,9.92973285017911,24.4386295253839,5.47644333281765,36.7127243667815,204.583035672371,0.557676798814789,0.167037357093243,212.52828213412,70031001,1
10337001,2017.54117770167,32.38184,64.6124883333333,5.106,5.07,27.7562688,5.82360757791134,36.600947655473,192.252273964903,0.5739,0.1163,79.27,70032001,1
10338001,2017.61849505327,32.3793166666667,64.614405,2.538,2.52,29.08442281,5.97688571400431,36.6480559417097,193.491726258055,-0.0536,0.0982,1637.9,70033001,1
10339018,2017.70838660578,32.3829816666667,64.6132783333333,2.551,2.533,28.03446741,5.87097408807689,36.7199239980508,185.580213929754,0.4786,0.0778,404.63,70034007,1
10340014,2017.80207001522,32.38281,64.6103916666667,2.262,2.247,26.20045598,5.63564940973514,36.4748932562859,198.166331837131,0.4902,0.0319,644.53,70035007,1
10341001,2017.87543378995,32.3817266666667,64.6131683333333,0.521,0.517,24.63708875,5.47246941124441,36.5237461397354,249.941430370892,3.4445,0.0334,1860.9,70036001,1
10342001,2017.94399162862,32.3813633333333,64.6181133333333,3,2.97769309617124,23.1181774545674,5.32591097624498,36.6554827803578,208.307708960378,20.1208115465782,0.1068421615918,0.0156533221284293,70037001,1
10342001,2017.94399162861,32.3813633333333,64.6181133333333,5,4.96394633546461,23.1189305379437,5.32606847934436,36.6553820029744,208.180926893537,18.1152839223638,0.108922857764927,0.00411690445896488,70037001,1
10342001,2017.94399162861,32.3813633333333,64.6181133333333,7,6.95424948197321,23.1070323628819,5.32478441294484,36.6546619124513,207.83781701864,18.3174123280335,0.101690901754498,0.00934065741941626,70037001,1
10342001,2017.94399162861,32.3813633333333,64.6181133333333,9,8.93789793023753,23.0479370517054,5.31838024255412,36.6536234588992,207.338682669853,18.3001105816985,0.111126129115808,0.00144327142021822,70037001,1
10343018,2018.04863203957,32.3807433333333,64.613325,4,3.97142659861903,21.2216486302732,5.12547885191405,36.676543832184,213.769941545534,0.610435815070549,0.274927379165416,426.235604923446,70038007,1
10343018,2018.04863203957,32.3807433333333,64.613325,6,5.95826388034044,21.2221419009872,5.12562937437647,36.6766067250647,213.706041850871,0.60976999032766,0.286971413250551,307.226070259055,70038007,1
10343018,2018.04863203957,32.3807433333333,64.613325,8,7.94488812419334,21.2223966310597,5.12570167644283,36.6762444501482,213.182523620632,0.609923304008536,0.283200970221222,241.281385249265,70038007,1
10343018,2018.04863203957,32.3807433333333,64.613325,10,9.92698396809966,21.222731199591,5.12581761240246,36.6761651841115,213.477186419628,0.607029070035413,0.278472684617095,186.222433642367,70038007,1
10343018,2018.04863203957,32.3807433333333,64.613325,12,11.9139899862109,21.2234081433769,5.12596818642564,36.6760711423937,213.195466768361,0.605489574812501,0.281415505728628,154.593566983645,70038007,1
10343018,2018.04863203957,32.3807433333333,64.613325,14,13.8963693523355,21.2239062947426,5.12611769641776,36.6761220747396,213.300478277849,0.604628455322361,0.26662080712429,127.595220732283,70038007,1
10344020,2018.11995814307,32.3832283333333,64.6144666666667,3,2.97506487695749,21.0748470306264,5.12564033736061,36.804579243361,223.196484017819,0.424152908277405,0.0625341163310962,376.591504474273,70039007,1
10344020,2018.11995814307,32.3832283333333,64.6144666666667,5,4.96230924484087,21.0649118194908,5.12461747771626,36.8041566712795,223.203575069833,0.424102357817863,0.0589527590230127,269.233211794288,70039007,1
10344020,2018.11995814307,32.3832283333333,64.6144666666667,7,6.95444791871441,21.0622863764398,5.12447623853743,36.8045503202493,223.295530338315,0.425282820565704,0.066789417864827,195.383243963119,70039007,1
10344020,2018.11995814307,32.3832283333333,64.6144666666667,9,8.9364651087578,21.0436919280809,5.12238947488532,36.8030007568899,223.367507150737,0.4256085067595,0.0661326376779462,166.067911025525,70039007,1
10344020,2018.11995814307,32.3832283333333,64.6144666666667,11,10.9225817524634,21.0392262297327,5.12190254219201,36.8021875375253,223.366667276216,0.427803822542336,0.0786071349448388,149.638113958235,70039007,1
10346020,2018.29265410959,32.3799433333333,64.6144433333333,4,3.98548284407167,20.7210244440869,5.07314537416363,36.6841850627945,224.111762008988,0.445125314525353,0.11262367518109,187.265518490278,70041007,1
10346020,2018.29265410959,32.3799433333333,64.6144433333333,6,5.95931427149189,20.7155359473221,5.07408823616189,36.6958701160765,224.291609377303,0.443703215449189,0.109070428563943,138.065974897597,70041007,1
10346020,2018.29265410959,32.3799433333333,64.6144433333333,8,7.95095680600712,20.7023435836817,5.07629065575934,36.7244804639638,224.061020431598,0.441276155416849,0.102964620615028,107.644007914464,70041007,1
10346020,2018.29265410959,32.3799433333333,64.6144433333333,10,9.93562128847718,20.6997425600589,5.0770703154034,36.7323449662598,223.962659276396,0.438810327715675,0.10756320152588,83.4603648892411,70041007,1
10346020,2018.29265410959,32.3799433333333,64.6144433333333,12,11.9172428135961,20.6983295346237,5.07756320004997,36.7368461016845,224.147663341011,0.43773004644028,0.0992495687802666,73.6336821687829,70041007,1
10346020,2018.29265410959,32.3799433333333,64.6144433333333,14,13.8985031096188,20.6930926884008,5.07829519074451,36.74660802472,223.696718244575,0.436955225494265,0.0940936610589498,64.2008901403005,70041007,1
10347001,2018.38783675799,32.3825783333333,64.6129983333333,4,3.97162418043535,24.9776531295279,5.54901596908583,36.8193376377789,211.722497652138,0.576978783110412,0.0837634933123525,1487.4970626803,70042001,1
10347001,2018.38783675799,32.3825783333333,64.6129983333333,6,5.95701961044152,24.9915715026496,5.55070395467628,36.8199372056235,211.610561304562,0.575578289701819,0.0834411239268171,842.349944250932,70042001,1
10347001,2018.38783675799,32.3825783333333,64.6129983333333,8,7.9410473160219,24.9941725532255,5.55105389176105,36.8197654818319,212.154010931533,0.575301786269961,0.0862298428539354,462.240593366891,70042001,1
10347001,2018.38783675799,32.3825783333333,64.6129983333333,10,9.92831615476687,24.8415629272324,5.53327457045721,36.8106009639879,215.659243635648,0.57673407734941,0.0924634026399336,383.991174048015,70042001,1
